SPAWNCLASS	spawnClass	code	pickType	rememberPick	pick1	spawn1	count1	weight1	pick2	spawn2	count2	weight2	pick3	spawn3	count3	weight3	pick4	spawn4	count4	weight4	pick5	spawn5	count5	weight5	pick6	spawn6	count6	weight6	pick7	spawn7	count7	weight7	pick8	spawn8	count8	weight8
"3,63,0,-1,0,-1"	N_sc_GPapproach_nightmare	17228	1	0	1	320	"26,1,0"	1	1	71	"710,26,1,26,2,3,33,0"	3	3	35	"710,26,2,26,7,3,33,0"	2	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	N_level_Whitehall	17484	1	1	3	487	"26,1,0"	3	3	488	"26,1,0"	2	3	489	"26,1,0"	2	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	N_sc_Whitehall_summoner	17740	1	0	1	627	"26,1,0"	1	1	472	"710,26,1,26,4,3,33,0"	3	3	23	"26,1,0"	5	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	N_sc_Whitehall_fury	17996	1	0	1	186	"26,1,0"	1	1	546	"710,26,1,26,4,3,33,0"	3	3	23	"26,1,0"	5	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	N_sc_Whitehall_orbile	18252	1	0	3	37	"26,1,0"	1	1	293	"710,26,1,26,3,3,33,0"	3	3	23	"26,1,0"	5	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	N_level_Hellyard	25932	1	0	3	14	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	N_sc_Hellrift_Minor	26188	1	0	3	14	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	N_sc_Hellrift_Major	26444	1	0	3	14	"26,2,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	N_sc_Hellrift_Boss	26700	1	0	0	-1	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	N_level_Hellrift	26956	0	0	3	491	"26,1,0"	70	3	492	"26,1,0"	30	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	N_level_TheDark	21069	1	0	3	35	"710,26,1,26,7,3,33,0"	7	1	310	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	N_level_MiniRoomsAdventure	21581	1	1	3	497	"26,1,0"	1	3	498	"26,1,0"	1	3	499	"26,1,0"	1	3	500	0	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	N_sc_minirooms_adventure_01	21837	1	0	1	546	"710,26,1,26,4,3,33,0"	1	0	-1	"710,26,2,26,4,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	N_sc_minirooms_adventure_02	22093	1	0	1	296	"710,26,1,26,3,3,33,0"	1	1	282	"710,26,2,26,4,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	N_sc_minirooms_adventure_03	22349	1	0	1	296	"710,26,1,26,3,3,33,0"	1	1	470	"710,26,1,26,2,3,33,0"	2	3	35	"710,26,2,26,7,3,33,0"	3	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	N_sc_minirooms_adventure_04	22605	1	0	1	627	"26,1,0"	1	1	89	"710,26,1,26,3,3,33,0"	2	3	35	"710,26,2,26,7,3,33,0"	3	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	N_level_MiniSewersAdventure	22861	1	1	3	502	"26,1,0"	1	3	503	"26,1,0"	1	3	504	"26,1,0"	1	3	505	0	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	N_sc_minisewers_adventure_01	23117	1	0	1	546	"710,26,1,26,4,3,33,0"	1	0	-1	"710,26,2,26,4,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	N_sc_minisewers_adventure_02	24909	1	0	1	296	"710,26,1,26,3,3,33,0"	1	1	282	"710,26,2,26,4,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	N_sc_minisewers_adventure_03	25165	1	0	1	296	"710,26,1,26,3,3,33,0"	1	1	470	"710,26,1,26,2,3,33,0"	2	3	35	"710,26,2,26,7,3,33,0"	3	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	N_sc_minisewers_adventure_04	25421	1	0	1	627	"26,1,0"	1	1	89	"710,26,1,26,3,3,33,0"	2	3	35	"710,26,2,26,7,3,33,0"	3	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_L31UP_britmuseum	25677	1	1	3	507	"26,1,0"	1	3	508	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L31UP_britmuseum_shadowhusk	25933	1	0	1	89	"710,26,1,26,3,3,33,0"	4	3	35	"710,26,2,26,7,3,33,0"	6	3	509	"26,1,0"	3	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L31UP_britmuseum_bruisers	26189	1	0	3	31	"26,1,0"	8	3	509	"26,1,0"	3	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L31UP_britmuseum_punks	26445	1	0	3	37	"26,1,0"	1	1	320	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_DEMO_CGapproachCity	30285	1	0	3	36	"26,1,0"	3	1	359	"710,26,1,26,2,3,33,0"	3	3	511	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_DEMO_CGapproachCity_big	30541	1	1	1	540	"26,1,0"	1	1	287	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_DEMO_CGSteamTunnels	30797	1	1	3	513	"26,1,0"	1	3	514	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_DEMO_CGSteamTunnels_blood	31053	1	0	1	287	"26,1,0"	3	1	0	"710,26,1,26,3,3,33,0"	3	3	36	"710,26,2,26,5,3,33,0"	3	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_DEMO_CGSteamTunnels_spined	31309	1	0	1	540	"26,1,0"	3	1	465	"710,26,1,26,3,3,33,0"	3	3	36	"710,26,2,26,5,3,33,0"	3	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_act1_minirooms	16718	1	0	3	516	"26,1,0"	1	3	517	"26,1,0"	2	3	518	"26,1,0"	4	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_act1_minirooms_big	16974	1	1	1	191	"26,1,0"	1	1	540	"710,26,1,26,3,3,33,0"	3	1	451	"710,26,1,26,2,3,33,0"	2	1	287	"26,1,0"	1	1	274	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_act1_minirooms_medium	17230	1	1	3	9	"710,26,1,26,3,3,33,0"	1	1	224	"710,26,1,26,3,3,33,0"	2	1	108	"26,1,0"	2	1	172	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_act1_minirooms_small	17486	1	1	1	0	"710,26,2,26,4,3,33,0"	1	1	306	"710,26,2,26,4,3,33,0"	1	1	465	"710,26,1,26,3,3,33,0"	1	3	36	"710,26,2,26,5,3,33,0"	5	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_act2_minicity	17742	1	0	3	520	"26,1,0"	1	3	521	"26,1,0"	3	3	522	"26,1,0"	4	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_act2_minicity_big	17998	1	1	1	179	"26,1,0"	1	1	411	"710,26,1,26,2,3,33,0"	1	1	613	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_act2_minicity_medium	18254	1	1	3	37	"26,1,0"	2	1	35	"710,26,1,26,2,3,33,0"	2	1	79	"710,26,1,26,2,3,33,0"	1	1	381	"710,26,1,26,3,3,33,0"	2	3	11	"26,1,0"	3	1	470	"710,26,1,26,3,3,33,0"	2	1	546	"710,26,1,26,3,3,33,0"	1	0	-1	0	0
"3,63,0,-1,0,-1"	sc_act2_minicity_small	18510	1	1	1	359	"710,26,2,26,4,3,33,0"	1	1	441	"710,26,2,26,4,3,33,0"	1	1	463	"710,26,2,26,4,3,33,0"	1	3	35	"710,26,2,26,7,3,33,0"	2	1	366	"710,26,3,26,5,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_act2_sewers	18766	1	0	3	524	"26,1,0"	1	3	525	"26,1,0"	3	3	526	"26,1,0"	4	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_act2_sewers_big	19022	1	1	1	316	"26,1,0"	1	1	613	"26,1,0"	1	1	203	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_act2_sewers_medium	19278	1	1	1	79	"710,26,1,26,2,3,33,0"	1	3	11	"26,1,0"	4	1	478	"710,26,1,26,3,3,33,0"	2	1	481	"710,26,1,26,2,3,33,0"	2	1	470	"710,26,1,26,3,3,33,0"	1	1	546	"710,26,1,26,3,3,33,0"	1	1	596	"710,26,1,26,2,3,33,0"	1	0	-1	0	0
"3,63,0,-1,0,-1"	sc_act2_sewers_small	19534	1	1	1	2	"710,26,2,26,4,3,33,0"	1	1	307	"710,26,2,26,4,3,33,0"	1	1	463	"710,26,1,26,3,3,33,0"	1	3	35	"710,26,2,26,7,3,33,0"	2	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_act3_river	19790	1	0	3	528	"26,1,0"	4	3	529	"26,1,0"	8	3	530	"26,1,0"	14	3	120	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_act3_river_big	20046	1	1	1	58	"26,1,0"	2	1	27	"710,26,1,26,2,3,33,0"	2	3	37	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_act3_river_medium	20302	1	1	1	280	"710,26,1,26,3,3,33,0"	1	1	293	"710,26,1,26,3,3,33,0"	1	3	27	"26,1,0"	3	1	383	"710,26,2,26,4,3,33,0"	1	1	472	"710,26,2,26,4,3,33,0"	1	1	634	"710,26,1,26,2,3,33,0"	1	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_act3_river_small	20558	1	1	1	5	"710,26,2,26,4,3,33,0"	1	1	361	"710,26,2,26,6,3,33,0"	2	1	443	"710,26,2,26,5,3,33,0"	1	1	468	"710,26,2,26,7,3,33,0"	1	3	35	"710,26,2,26,7,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_act3_alley	20814	1	0	3	532	"26,1,0"	2	3	533	"26,1,0"	4	3	534	"26,1,0"	7	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_act3_alley_big	21070	1	1	1	61	"26,1,0"	2	1	506	"26,1,0"	2	3	37	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_act3_alley_medium	21326	1	1	1	280	"710,26,1,26,3,3,33,0"	1	1	293	"710,26,1,26,3,3,33,0"	1	3	23	"26,1,0"	4	1	383	"710,26,2,26,4,3,33,0"	1	1	454	"710,26,1,26,3,3,33,0"	2	1	484	"710,26,1,26,4,3,33,0"	2	1	552	"710,26,2,26,4,3,33,0"	2	1	601	"710,26,1,26,3,3,33,0"	1
"3,63,0,-1,0,-1"	sc_act3_alley_small	21582	1	1	1	5	"710,26,2,26,4,3,33,0"	2	1	361	"710,26,2,26,6,3,33,0"	1	1	443	"710,26,2,26,5,3,33,0"	2	1	468	"710,26,2,26,7,3,33,0"	1	3	35	"710,26,2,26,7,3,33,0"	3	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_act4_crypts	21838	1	0	3	536	"26,1,0"	1	3	537	"26,1,0"	2	3	538	"26,1,0"	3	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_act4_crypts_big	22094	1	1	1	209	"710,26,1,26,2,3,33,0"	1	1	310	"26,1,0"	2	1	405	"26,1,0"	2	1	619	"26,1,0"	2	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_act4_crypts_medium	22350	1	1	1	83	"710,26,1,26,3,3,33,0"	3	1	282	"710,26,2,26,4,3,33,0"	1	1	296	"710,26,2,26,4,3,33,0"	1	1	457	"710,26,1,26,3,3,33,0"	2	1	486	"710,26,2,26,5,3,33,0"	1	1	646	"710,26,1,26,3,3,33,0"	2	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_act4_crypts_small	22606	1	1	3	35	"710,26,2,26,7,3,33,0"	2	1	308	"710,26,2,26,5,3,33,0"	2	1	445	"710,26,2,26,5,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_act4_minicity	22862	1	0	3	540	"26,1,0"	1	3	541	"26,1,0"	2	3	542	"26,1,0"	3	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_act4_minicity_big	23118	1	1	1	43	"710,26,1,26,2,3,33,0"	2	1	183	"710,26,1,26,2,3,33,0"	2	1	209	"710,26,1,26,2,3,33,0"	1	3	37	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_act4_minicity_medium	24910	1	1	3	14	"26,1,0"	4	1	457	"710,26,1,26,4,3,33,0"	1	1	474	"710,26,2,26,5,3,33,0"	2	1	486	"710,26,2,26,5,3,33,0"	1	1	508	"710,26,1,26,3,3,33,0"	1	1	642	"710,26,1,26,3,3,33,0"	2	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_act4_minicity_small	25166	1	1	1	308	"710,26,2,26,5,3,33,0"	1	1	364	"710,26,1,26,4,3,33,0"	2	1	445	"710,26,2,26,5,3,33,0"	2	3	35	"710,26,2,26,7,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_act4_river	25422	1	0	3	544	"26,1,0"	2	3	545	"26,1,0"	4	3	546	"26,1,0"	6	3	120	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_act4_river_big	25678	1	1	1	39	"710,26,1,26,2,3,33,0"	2	3	37	"26,1,0"	1	1	424	"26,1,0"	2	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_act4_river_medium	25934	1	1	3	14	"26,1,0"	3	1	282	"710,26,2,26,4,3,33,0"	1	1	296	"710,26,2,26,4,3,33,0"	1	1	474	"710,26,2,26,5,3,33,0"	1	1	508	"710,26,1,26,3,3,33,0"	1	1	642	"710,26,1,26,3,3,33,0"	1	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_act4_river_small	26190	1	1	1	308	"710,26,2,26,5,3,33,0"	1	1	364	"710,26,1,26,4,3,33,0"	2	1	445	"710,26,2,26,5,3,33,0"	2	3	35	"710,26,2,26,7,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_act5_catacombs	26446	1	0	3	548	"26,1,0"	1	3	549	"26,1,0"	2	3	550	"26,1,0"	3	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_act5_catacombs_big	26702	1	1	1	213	"710,26,1,26,2,3,33,0"	1	1	623	"26,1,0"	1	1	320	"26,1,0"	1	1	395	"710,26,1,26,3,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_act5_catacombs_medium	26958	1	1	3	31	"26,1,0"	3	1	459	"710,26,1,26,4,3,33,0"	1	1	488	"710,26,2,26,5,3,33,0"	2	1	646	"710,26,1,26,3,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_act5_catacombs_small	27214	1	1	1	7	"710,26,2,26,5,3,33,0"	1	1	309	"710,26,2,26,5,3,33,0"	1	3	35	"710,26,4,26,9,3,33,0"	2	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_act5_parkcity	27470	1	0	3	552	"26,1,0"	1	3	553	"26,1,0"	2	3	554	"26,1,0"	3	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_act5_parkcity_big	27726	1	1	1	64	"26,1,0"	1	1	512	"26,1,0"	1	1	427	"26,1,0"	1	1	186	"710,26,1,26,2,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_act5_parkcity_medium	27982	1	1	3	37	"26,1,0"	1	3	31	"26,1,0"	1	1	390	"710,26,2,26,5,3,33,0"	2	3	14	"26,1,0"	3	1	488	"710,26,2,26,5,3,33,0"	1	1	646	"710,26,1,26,3,3,33,0"	1	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_act5_parkcity_small	28238	1	1	1	7	"710,26,2,26,5,3,33,0"	2	1	309	"710,26,2,26,5,3,33,0"	1	3	35	"710,26,4,26,9,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_act5_industrial	28494	1	0	3	556	"26,1,0"	1	3	557	"26,1,0"	2	3	558	"26,1,0"	3	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_act5_industrial_big	28750	1	1	1	213	"710,26,1,26,2,3,33,0"	1	1	512	"26,1,0"	1	1	427	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_act5_industrial_medium	29006	1	1	1	285	"710,26,2,26,4,3,33,0"	1	1	299	"710,26,2,26,4,3,33,0"	1	3	14	"26,1,0"	2	1	459	"710,26,1,26,4,3,33,0"	1	1	488	"710,26,2,26,5,3,33,0"	2	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_act5_industrial_small	29262	1	1	1	7	"710,26,2,26,5,3,33,0"	1	1	309	"710,26,2,26,5,3,33,0"	2	3	35	"710,26,4,26,9,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_templar_act4	29518	1	0	3	275	"710,26,3,26,5,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_boils_act3	29774	1	0	1	23	"26,1,0"	1	1	24	"26,1,0"	1	1	25	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_Stonehenge_Darkwoods	30030	1	1	3	562	"26,1,0"	2	3	563	"26,1,0"	2	0	-1	"26,1,0"	4	3	569	"26,1,0"	1	3	571	"26,1,0"	1	0	-1	0	0	0	-1	"26,1,0"	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_Darkwoods_bigdragons	30286	1	0	0	-1	"26,1,0"	3	3	574	"26,1,0"	2	3	576	"26,1,0"	4	3	577	"26,1,0"	4	3	121	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_Darkwoods_smalldragons	30542	1	0	0	-1	"710,26,1,26,3,3,33,0"	5	3	573	"26,1,0"	2	3	576	"26,1,0"	3	3	577	"26,1,0"	4	3	121	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_Darkwoods_flying_impworld	30798	1	0	3	565	"26,1,0"	5	3	573	"26,1,0"	2	3	577	"26,1,0"	3	3	121	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_Darkwoods_flying_impworld_faction	31054	1	1	3	566	"26,1,0"	4	3	567	"26,1,0"	3	3	568	"26,1,0"	2	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_Darkwoods_flying_imps	31310	1	0	0	-1	"26,1,0"	3	0	-1	"26,1,0"	1	0	-1	"26,1,0"	3	0	-1	"26,1,0"	1	1	415	"710,26,1,26,2,3,33,0"	2	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_Darkwoods_flying_darklings	16719	1	0	0	-1	"26,1,0"	4	0	-1	"26,1,0"	1	0	-1	"26,1,0"	4	0	-1	"26,1,0"	1	1	417	"710,26,1,26,2,3,33,0"	2	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_Darkwoods_flying_gremlins	22864	1	0	0	-1	"26,1,0"	5	0	-1	"26,1,0"	1	0	-1	"26,1,0"	5	0	-1	"26,1,0"	1	1	419	"710,26,1,26,2,3,33,0"	2	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_Darkwoods_necroworld	17231	1	0	3	570	"26,1,0"	2	3	35	"710,26,5,26,15,3,33,0"	5	3	574	"26,1,0"	4	3	121	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_Darkwoods_necroworld_big	17487	1	1	1	623	"710,26,1,26,2,3,33,0"	1	1	627	"710,26,1,26,2,3,33,0"	1	1	395	"710,26,1,26,2,3,33,0"	1	1	320	"26,1,0"	1	1	213	"710,26,1,26,2,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_Darkwoods_spectralworld	17743	1	0	3	37	"26,1,0"	3	3	572	"26,1,0"	3	3	576	"26,1,0"	3	3	121	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_Darkwoods_spectralworld_mass	17999	1	1	1	83	"710,26,1,26,4,3,33,0"	1	1	486	"710,26,1,26,4,3,33,0"	1	1	508	"710,26,1,26,3,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_Darkwoods_big	18255	1	1	1	49	"26,1,0"	1	1	67	"26,1,0"	1	1	186	"26,1,0"	1	1	430	"26,1,0"	1	0	-1	"26,1,0"	2	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_Darkwoods_flyer	18511	1	1	0	-1	"26,1,0"	1	3	575	"26,1,0"	3	3	37	"26,1,0"	1	1	445	"710,26,2,26,9,3,33,0"	1	1	390	"710,26,2,26,5,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_Darkwoods_flyer_flyingimp_generic	18767	1	1	0	-1	"26,1,0"	3	0	-1	"26,1,0"	3	0	-1	"26,1,0"	3	0	-1	"26,1,0"	2	0	-1	"26,1,0"	2	0	-1	"26,1,0"	2	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_Darkwoods_medium	19023	1	1	3	27	"26,1,0"	2	3	31	"26,1,0"	2	1	282	"710,26,1,26,5,3,33,0"	1	1	296	"710,26,1,26,5,3,33,0"	1	1	652	"710,26,1,26,3,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_Darkwoods_small	19279	1	1	1	361	"710,26,2,26,5,3,33,0"	1	1	364	"710,26,2,26,5,3,33,0"	1	1	309	"710,26,2,26,5,3,33,0"	1	1	7	"710,26,2,26,5,3,33,0"	1	1	472	"710,26,2,26,5,3,33,0"	1	3	35	"710,26,3,26,7,3,33,0"	1	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_Stonehenge_WildRAID	19535	1	1	3	579	"26,1,0"	2	3	580	"26,1,0"	2	0	-1	"26,1,0"	4	3	586	"26,1,0"	1	3	588	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_WildRAID_bigdragons	19791	1	0	0	-1	"710,26,1,26,3,3,33,0"	3	3	591	"26,1,0"	2	3	593	"26,1,0"	4	3	594	"26,1,0"	4	3	121	"26,1,0"	2	0	-1	0	0	0	-1	0	0	0	-1	0	0
